,alpha,n_dim,n_scores,coverage_vol,coverage_cal,coverage_test,runtime
166,0.2,3,710,8963.19382447782,0.8014084507042254,0.8004788732394366,7.63082504272461e-05
167,0.2,3,720,8841.43215617407,0.801388888888889,0.7996666666666664,7.663488388061524e-05
168,0.2,3,730,8867.497324313992,0.8013698630136991,0.7990410958904107,8.061408996582031e-05
169,0.2,3,740,8821.321363703815,0.8013513513513518,0.7970945945945951,7.915496826171875e-05
170,0.2,3,750,8929.05557280982,0.8013333333333325,0.8011733333333333,7.906675338745117e-05
171,0.2,3,760,8952.614229741344,0.8013157894736851,0.8026578947368423,8.045434951782226e-05
172,0.2,3,770,9069.394355463814,0.8012987012987012,0.8032337662337666,8.07046890258789e-05
173,0.2,3,780,8946.559878439439,0.8012820512820527,0.7987435897435898,8.131504058837891e-05
174,0.2,3,790,8942.476833341376,0.8012658227848121,0.7982405063291143,8.27193260192871e-05
175,0.2,3,800,8815.013738170284,0.8012500000000002,0.7975249999999999,8.293390274047852e-05
176,0.2,3,810,8917.694605154395,0.8012345679012338,0.8005802469135801,8.41832160949707e-05
177,0.2,3,820,8976.49377639328,0.8012195121951222,0.800329268292683,9.410381317138672e-05
178,0.2,3,830,8966.726474275918,0.8012048192771078,0.8010843373493977,9.336471557617188e-05
179,0.2,3,840,8851.156557372055,0.8011904761904757,0.7988452380952382,9.13524627685547e-05
180,0.2,3,850,8906.529249923731,0.8011764705882356,0.7994117647058823,9.561538696289063e-05
181,0.2,3,860,9044.470299318502,0.8011627906976743,0.8018837209302323,9.561538696289063e-05
182,0.2,3,870,8966.367993661266,0.8011494252873577,0.8008505747126441,8.930683135986328e-05
183,0.2,3,880,8923.836131809094,0.801136363636364,0.8014886363636365,9.017467498779298e-05
184,0.2,3,890,8882.376448374675,0.8011235955056165,0.7993820224719093,9.032249450683593e-05
185,0.2,3,900,8886.100963792072,0.8011111111111119,0.8009333333333335,9.066343307495117e-05
186,0.2,3,910,8960.423849359071,0.801098901098901,0.798197802197802,9.140253067016602e-05
187,0.2,3,920,8894.450415839021,0.8010869565217391,0.7994891304347823,9.312629699707032e-05
188,0.2,3,930,8961.40405490843,0.8010752688172047,0.80036559139785,9.316921234130859e-05
189,0.2,3,940,8976.322646657334,0.8010638297872344,0.7999148936170216,9.444475173950195e-05
190,0.2,3,950,8946.384106057978,0.8010526315789461,0.8025263157894734,9.546279907226562e-05
191,0.2,3,960,8959.650986641613,0.8010416666666671,0.8028020833333332,9.639024734497071e-05
192,0.2,3,970,8931.136227444364,0.8010309278350521,0.8004948453608246,9.827136993408203e-05
193,0.2,3,980,8925.176919302688,0.8010204081632666,0.799734693877551,9.841203689575195e-05
194,0.2,3,990,8921.098529972936,0.8010101010101015,0.7993838383838383,9.831905364990234e-05
195,0.2,3,1000,8916.95825727501,0.8010000000000008,0.7975699999999999,9.867429733276367e-05
196,0.2,3,1010,8966.563985245812,0.8009900990098997,0.8001980198019798,0.00010063886642456055
197,0.2,3,1020,8854.118263787985,0.8009803921568632,0.8000098039215692,0.00010034799575805664
198,0.2,3,1030,8905.089308438412,0.8009708737864074,0.8004854368932037,0.00010262966156005859
199,0.2,3,1040,8904.359461152073,0.8009615384615372,0.8024999999999994,0.00010457038879394532
200,0.2,4,50,819646.6271269656,0.8199999999999987,0.8162000000000004,2.4960041046142578e-05
201,0.2,4,60,791068.0414211759,0.8166666666666671,0.8009999999999999,2.5238990783691406e-05
202,0.2,4,70,783262.7431671494,0.8142857142857156,0.8099999999999998,2.658367156982422e-05
203,0.2,4,80,799934.0304430046,0.8125,0.8061250000000001,2.7141571044921876e-05
204,0.2,4,90,739934.7022016542,0.8111111111111119,0.8037777777777778,2.768993377685547e-05
205,0.2,4,100,718817.0243295403,0.8100000000000012,0.8051,2.8219223022460937e-05
206,0.2,4,110,771725.5699701597,0.8090909090909107,0.8140909090909095,2.919912338256836e-05
207,0.2,4,120,703175.9529924237,0.8083333333333329,0.7956666666666666,2.964019775390625e-05
208,0.2,4,130,744547.5977415453,0.8076923076923069,0.8053846153846156,3.1476020812988284e-05
209,0.2,4,140,728534.8646638787,0.8071428571428585,0.7949999999999996,3.237009048461914e-05
210,0.2,4,150,705717.8579725187,0.8066666666666668,0.7980666666666668,3.3245086669921874e-05
211,0.2,4,160,753942.1040759991,0.8062500000000005,0.8103750000000002,3.495931625366211e-05
212,0.2,4,170,743316.1056935394,0.805882352941177,0.8060588235294115,3.4418106079101566e-05
213,0.2,4,180,681401.0254540498,0.8055555555555567,0.7922222222222224,3.570795059204102e-05
214,0.2,4,190,737285.4145579911,0.8052631578947372,0.8054736842105262,3.6165714263916015e-05
215,0.2,4,200,718122.1535939091,0.8050000000000013,0.8007500000000001,3.8504600524902344e-05
216,0.2,4,210,729655.810286349,0.804761904761904,0.8066666666666665,3.890275955200195e-05
217,0.2,4,220,686899.7300072864,0.8045454545454531,0.7954545454545452,4.363298416137695e-05
218,0.2,4,230,712123.8898145787,0.8043478260869549,0.8024347826086955,3.947734832763672e-05
219,0.2,4,240,710173.6290089333,0.8041666666666656,0.7972499999999997,4.2545795440673825e-05
220,0.2,4,250,701572.0731991386,0.8040000000000009,0.8000399999999999,4.214763641357422e-05
221,0.2,4,260,700029.3625439085,0.803846153846153,0.7996923076923076,4.518508911132813e-05
222,0.2,4,270,692302.5739732916,0.8037037037037037,0.7983703703703701,4.601478576660156e-05
223,0.2,4,280,732240.1958544595,0.8035714285714295,0.8020714285714287,4.3439865112304685e-05
224,0.2,4,290,681016.5098854466,0.803448275862068,0.7946551724137934,4.842996597290039e-05
225,0.2,4,300,702178.7931191564,0.8033333333333329,0.8049000000000001,4.652738571166992e-05
226,0.2,4,310,700123.237373888,0.8032258064516123,0.8006774193548387,4.960298538208008e-05
227,0.2,4,320,732137.2397505224,0.8031249999999995,0.8068124999999998,4.922866821289062e-05
228,0.2,4,330,704641.6127168162,0.8030303030303027,0.8008181818181817,5.117654800415039e-05
229,0.2,4,340,691271.3385328986,0.8029411764705879,0.7947352941176472,5.2759647369384764e-05
230,0.2,4,350,710967.8654625075,0.802857142857144,0.8013142857142854,5.1887035369873046e-05
231,0.2,4,360,715930.1869165578,0.8027777777777773,0.802083333333333,5.3026676177978515e-05
232,0.2,4,370,703521.4235136376,0.802702702702703,0.7982432432432434,5.747079849243164e-05
233,0.2,4,380,713365.499620628,0.8026315789473695,0.8009736842105262,5.550146102905273e-05
234,0.2,4,390,708366.2888782322,0.8025641025641039,0.8030769230769228,5.5327415466308594e-05
235,0.2,4,400,702236.5876029958,0.8024999999999994,0.7985250000000002,5.7499408721923825e-05
236,0.2,4,410,694520.6564014575,0.8024390243902434,0.7990243902439027,6.281137466430664e-05
237,0.2,4,420,695763.242923889,0.802380952380953,0.7985952380952385,5.7747364044189455e-05
238,0.2,4,430,707452.2040818249,0.80232558139535,0.800209302325581,6.086826324462891e-05
239,0.2,4,440,698187.864655174,0.8022727272727269,0.7986363636363637,5.795717239379883e-05
240,0.2,4,450,688929.0772776534,0.8022222222222223,0.7998666666666662,6.394147872924805e-05
241,0.2,4,460,701521.5828279792,0.8021739130434767,0.799521739130434,5.953788757324219e-05
242,0.2,4,470,694265.2465747449,0.8021276595744671,0.7987446808510638,6.382942199707032e-05
243,0.2,4,480,693742.400679202,0.8020833333333331,0.8023333333333329,6.299018859863281e-05
244,0.2,4,490,704330.0939621951,0.8020408163265299,0.8007551020408161,6.343841552734375e-05
245,0.2,4,500,703982.2504813367,0.8020000000000012,0.8005200000000007,6.688833236694336e-05
246,0.2,4,510,717305.3389308889,0.8019607843137254,0.8049803921568628,6.35671615600586e-05
247,0.2,4,520,693947.73379487,0.8019230769230756,0.7988653846153845,7.18235969543457e-05
248,0.2,4,530,715535.5829898369,0.8018867924528322,0.8047358490566039,6.929397583007812e-05
249,0.2,4,540,709931.7150045158,0.8018518518518509,0.8008333333333328,7.0343017578125e-05
250,0.2,4,550,700573.9832980951,0.8018181818181818,0.8038545454545455,7.379770278930663e-05
251,0.2,4,560,694420.6761214641,0.801785714285714,0.7993571428571427,6.864547729492188e-05
252,0.2,4,570,679260.2262195504,0.8017543859649123,0.7964561403508772,7.481575012207032e-05
253,0.2,4,580,690857.6275492917,0.8017241379310331,0.7975862068965518,7.220029830932617e-05
254,0.2,4,590,683840.1638678275,0.8016949152542365,0.7987457627118643,7.433414459228515e-05
255,0.2,4,600,707240.3956724415,0.8016666666666665,0.8038666666666664,7.118940353393554e-05
256,0.2,4,610,698799.7063076363,0.801639344262297,0.8020491803278688,6.882429122924805e-05
257,0.2,4,620,696724.4269302335,0.8016129032258064,0.7985967741935486,6.976127624511719e-05
258,0.2,4,630,678173.6777423385,0.801587301587303,0.7977777777777776,7.032871246337891e-05
259,0.2,4,640,701345.3042843799,0.8015625000000014,0.8002656249999999,7.120609283447266e-05
260,0.2,4,650,690604.5469648679,0.8015384615384614,0.7993538461538461,7.312297821044922e-05
261,0.2,4,660,692989.7385089216,0.8015151515151515,0.8008030303030299,7.483243942260742e-05
262,0.2,4,670,692908.3609521092,0.8014925373134346,0.7998656716417911,7.439374923706054e-05
263,0.2,4,680,707919.5811837759,0.8014705882352942,0.8031911764705886,7.504701614379882e-05
264,0.2,4,690,699051.6495618863,0.8014492753623174,0.7985652173913035,7.577419281005859e-05
265,0.2,4,700,702461.2456749451,0.8014285714285723,0.7998285714285716,7.81083106994629e-05
266,0.2,4,710,709802.8655626882,0.8014084507042254,0.8031690140845071,7.700443267822266e-05
267,0.2,4,720,695615.3136437743,0.801388888888889,0.7992916666666666,7.732152938842773e-05
268,0.2,4,730,696401.3792550296,0.8013698630136991,0.8016164383561645,7.927894592285156e-05
269,0.2,4,740,699167.9250044621,0.8013513513513518,0.7984189189189191,7.952213287353516e-05
270,0.2,4,750,689969.3852523006,0.8013333333333325,0.8006533333333334,7.972240447998047e-05
271,0.2,4,760,691438.6386515312,0.8013157894736851,0.8005921052631579,8.123397827148438e-05
272,0.2,4,770,695235.1756044306,0.8012987012987012,0.80287012987013,8.171319961547852e-05
273,0.2,4,780,691604.4672435327,0.8012820512820527,0.7978461538461542,8.241653442382813e-05
274,0.2,4,790,685186.898590713,0.8012658227848121,0.7981772151898734,8.40449333190918e-05
275,0.2,4,800,691416.0482839772,0.8012500000000002,0.8024499999999999,8.449554443359374e-05
276,0.2,4,810,687276.0194004758,0.8012345679012338,0.7984938271604938,8.528470993041992e-05
277,0.2,4,820,698233.1753822119,0.8012195121951222,0.801073170731707,8.785247802734375e-05
278,0.2,4,830,696140.500374264,0.8012048192771078,0.8012891566265057,8.780956268310547e-05
279,0.2,4,840,683383.3163910166,0.8011904761904757,0.7964880952380952,9.43303108215332e-05
280,0.2,4,850,687230.2061279697,0.8011764705882356,0.7977882352941174,0.00010079622268676757
281,0.2,4,860,694652.6527301344,0.8011627906976743,0.8000465116279064,9.624481201171875e-05
282,0.2,4,870,678675.5153668522,0.8011494252873577,0.7982528735632183,9.714603424072265e-05
283,0.2,4,880,691245.5627980649,0.801136363636364,0.7990681818181816,9.441137313842774e-05
284,0.2,4,890,691590.143562194,0.8011235955056165,0.7999550561797741,9.374618530273437e-05
285,0.2,4,900,693892.9115146043,0.8011111111111119,0.8011666666666667,9.22250747680664e-05
286,0.2,4,910,696681.6919876932,0.801098901098901,0.7997692307692307,9.313821792602539e-05
287,0.2,4,920,697149.0424407615,0.8010869565217391,0.8016956521739127,9.458065032958984e-05
288,0.2,4,930,683998.7221996876,0.8010752688172047,0.8000752688172045,9.51671600341797e-05
289,0.2,4,940,696412.4204623525,0.8010638297872344,0.8009255319148939,9.670019149780273e-05
290,0.2,4,950,691615.258148476,0.8010526315789461,0.8000526315789478,9.914875030517578e-05
291,0.2,4,960,690643.4482046671,0.8010416666666671,0.7994791666666664,9.685754776000977e-05
292,0.2,4,970,691758.1191396057,0.8010309278350521,0.801278350515464,9.78398323059082e-05
293,0.2,4,980,691621.3988194816,0.8010204081632666,0.7994591836734694,0.00010340213775634765
294,0.2,4,990,696354.5230111311,0.8010101010101015,0.8007575757575761,0.00010010719299316406
295,0.2,4,1000,696434.5341006992,0.8010000000000008,0.8012699999999997,0.00010040998458862304
296,0.2,4,1010,698321.9822482803,0.8009900990098997,0.8007821782178217,0.00010102987289428711
